"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","condition"
"1",2,1,2,2,1,1,2,1,1,1,1,2,2,1,2,2,2,1,1,2,1,1,2,2,1,2,2,1,2,1,2,1,2,1,2,2,2,1,1,1,2,1,1,1,2,2,1,2,2,2,2,1,2,1,1,1,1,1,2,1,2,2,1,2,1,2,2,2,1,1,2,1,1,1,1,2,2,2,2,1,2,2,2,1,2,1,1,1,2,2,1,2,1,1,1,2,1,1,1,2,2,1,2,2,2,1,2,2,2,1,1,1,2,1,2,1,2,1,2,1,2,1,1,1,2,2,1,2,2,1,2,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"2",2,1,2,1,2,2,1,1,2,1,1,1,2,2,1,2,1,2,1,2,1,2,2,1,2,1,2,2,1,1,1,2,1,1,2,1,1,2,2,2,2,2,1,1,1,2,1,2,2,2,1,1,1,2,1,2,1,2,1,2,2,2,1,1,2,2,1,1,1,2,2,1,1,2,1,2,2,1,2,1,1,2,2,1,2,1,1,2,2,1,1,1,1,2,2,2,1,2,2,2,1,2,1,1,1,1,2,2,2,1,2,1,2,1,1,2,1,2,1,2,1,2,1,1,2,2,2,1,1,2,1,2,2,1,2,1,1,2,1,1,2,1,2,2,2,2,1,2,2,1,1,1,2,1,1,2,1,2,1,2,1,2,2,2,1,1,2,1,1,1,1,2,2,2,2,1,2,1,1,1,2,2,2,1,1,1,1,2,1,2,2,2,2,1,1,1,2,2,1,2,2,2,1,1,2,1,2,1,1,1,1,2,1,2,2,2,1,2,1,1,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"3",2,2,1,1,2,1,2,2,2,1,2,1,1,1,2,1,1,1,2,1,2,2,2,1,1,2,2,1,2,1,2,1,1,2,2,2,1,2,1,1,2,1,2,1,1,2,2,1,2,2,2,2,1,1,1,1,1,2,1,2,2,2,1,1,1,2,1,2,2,1,2,2,2,2,1,1,1,2,1,1,2,1,1,2,2,2,1,1,2,1,2,2,2,1,1,1,2,1,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"4",2,1,2,1,2,1,2,2,2,1,1,1,2,1,2,1,2,1,1,2,2,2,1,1,2,1,1,2,2,1,1,2,1,2,1,2,1,2,1,2,2,1,1,2,2,1,1,2,1,1,2,1,2,1,1,2,2,2,2,1,1,1,2,1,1,1,2,1,2,2,2,2,1,2,1,1,2,1,1,1,2,2,2,2,2,1,2,1,1,2,2,1,1,1,2,2,1,1,2,2,1,2,1,2,1,2,2,1,1,1,2,1,1,2,2,2,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4
"5",2,2,1,2,1,2,1,1,1,2,1,2,2,1,1,2,2,2,2,2,1,1,1,1,1,1,2,2,1,2,2,1,1,1,2,2,2,1,1,1,2,2,1,1,1,2,2,2,1,2,1,1,1,1,2,2,2,1,2,2,2,2,1,1,2,2,2,1,1,1,2,1,2,1,1,2,2,2,1,2,1,2,1,1,1,1,1,1,2,1,2,2,1,2,2,2,1,2,2,2,2,1,1,1,2,1,2,1,1,2,1,2,2,1,2,2,1,1,1,2,1,1,2,2,2,1,1,2,1,2,2,1,1,1,1,2,2,2,2,1,2,1,2,1,1,2,1,2,2,1,2,1,1,2,1,2,1,2,2,2,1,1,2,1,1,2,1,2,2,1,2,1,2,1,2,1,2,1,1,2,2,2,1,1,1,1,2,1,2,2,1,2,1,1,1,2,1,2,2,1,2,2,2,1,2,1,1,1,2,2,2,1,1,1,2,2,2,1,1,1,2,1,2,1,2,2,1,2,2,1,2,1,2,1,1,2,2,1,1,2,2,2,2,1,2,1,1,2,2,1,1,1,2,2,1,2,1,1,1,1,2,2,2,1,2,2,2,1,2,1,1,1,1,2,1,2,2,2,2,1,1,2,1,1,1,2,1,2,1,1,2,1,2,1,2,1,2,2,1,2,1,1,1,1,2,2,2,2,1,2,1,2,4.1
"6",2,1,1,1,1,1,2,2,2,2,2,1,2,1,1,2,2,1,1,2,2,2,1,1,1,2,1,1,2,1,2,1,2,2,2,1,1,2,1,2,2,1,2,2,2,1,1,1,2,1,1,2,1,2,2,2,1,1,1,2,2,2,2,1,1,1,1,2,2,2,1,1,2,1,1,1,1,1,2,1,2,2,2,2,2,2,2,1,1,2,1,2,1,1,1,2,2,1,2,2,1,1,1,1,2,2,2,1,2,1,1,2,2,1,2,2,1,1,2,1,2,2,1,2,1,1,2,1,2,2,1,1,1,1,1,2,1,1,2,1,2,2,2,2,2,1,2,2,2,1,1,2,1,1,1,2,2,1,2,2,1,1,1,1,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1
"7",2,2,2,1,2,1,2,1,2,1,1,1,2,1,2,1,2,1,1,1,2,2,1,2,2,1,1,1,2,1,2,2,1,1,2,2,1,1,1,2,2,2,1,2,2,1,1,2,1,2,2,2,2,2,1,1,2,1,1,1,2,1,2,1,1,1,1,2,2,2,2,1,1,2,1,1,2,1,1,2,2,2,2,1,1,2,1,1,2,2,2,2,1,2,1,1,1,1,2,2,2,1,2,1,1,1,2,2,1,2,1,1,2,2,1,2,1,1,2,2,2,1,1,2,2,1,1,2,1,1,2,2,2,2,2,1,2,1,1,2,1,2,1,1,2,2,2,1,1,2,1,1,1,2,2,1,2,1,1,2,1,1,2,2,1,2,2,1,1,2,2,1,1,2,1,1,1,2,2,2,2,2,1,1,1,2,1,2,2,2,1,1,2,1,2,1,1,2,1,2,1,2,2,1,1,1,2,2,1,1,2,2,1,2,2,1,1,1,1,2,1,2,1,2,2,1,2,2,2,1,1,1,2,1,1,2,2,2,2,1,1,1,1,1,2,2,2,2,1,2,2,1,2,2,1,2,1,2,1,1,1,2,2,1,2,1,1,1,1,2,2,2,1,2,2,1,2,2,1,2,2,1,1,1,2,1,1,2,2,1,2,1,1,2,1,1,2,2,2,1,2,1,2,2,1,1,1,2,2,1,2,1,4.4
"8",2,1,1,2,2,1,2,1,2,1,1,2,2,1,1,2,2,1,2,1,2,1,1,2,2,1,2,1,2,1,1,2,2,1,1,2,1,1,2,2,1,1,2,1,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1
"9",1,1,2,1,2,1,2,2,1,2,2,2,1,1,1,2,2,2,1,1,2,2,1,1,2,2,1,1,2,2,1,1,2,1,1,1,2,1,2,2,2,2,1,2,1,1,1,2,2,1,2,1,1,1,2,2,2,1,1,2,2,1,2,1,2,1,2,1,2,2,1,1,1,1,2,2,2,2,1,1,2,2,2,1,1,2,1,1,1,2,2,2,1,1,1,2,1,2,1,2,1,2,2,1,2,1,1,1,2,1,2,2,1,1,1,2,1,2,2,2,1,2,2,1,1,2,2,1,1,2,2,2,1,1,1,2,2,1,2,1,2,1,2,1,2,2,1,1,1,2,2,1,2,2,2,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"10",1,2,1,1,1,2,2,2,1,1,1,1,2,2,2,2,2,1,1,2,1,2,1,2,2,1,2,1,1,2,2,1,2,2,1,2,1,2,1,1,1,1,2,2,1,1,2,2,1,2,1,2,1,1,2,2,2,1,1,1,1,2,2,2,2,1,2,2,1,1,1,2,2,1,1,2,2,1,1,2,1,1,1,2,2,2,2,1,1,2,1,1,2,2,2,1,2,1,2,2,1,2,1,1,2,1,1,1,2,2,2,1,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2,1,2,1,1,2,2,1,1,2,1,2,2,1,2,2,1,1,2,2,1,1,1,1,2,2,2,2,1,1,2,1,2,1,1,2,1,1,2,2,1,2,2,2,2,1,1,1,1,2,1,1,1,1,2,2,2,2,2,2,2,1,2,1,1,1,1,2,2,1,1,1,2,2,2,1,2,2,2,1,1,1,2,2,2,1,1,1,1,2,1,1,2,1,2,2,1,2,1,2,2,1,2,2,1,1,2,2,1,2,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"11",2,1,2,1,1,2,1,2,2,1,1,1,2,2,2,1,2,2,1,1,2,1,1,2,2,2,1,1,2,2,1,1,1,1,2,1,2,2,1,2,2,2,2,1,1,1,1,2,1,2,1,2,2,1,2,1,1,1,2,1,2,2,1,2,2,2,1,2,1,2,1,1,2,1,1,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"12",2,1,1,2,2,1,2,1,2,2,1,1,2,1,1,2,2,2,2,1,2,1,1,1,2,1,2,2,2,1,1,1,2,2,1,2,1,1,2,1,2,1,2,1,2,1,1,2,1,2,2,1,2,1,1,2,1,1,1,2,1,2,2,2,2,1,1,2,1,2,1,2,1,2,2,2,2,1,1,1,2,1,2,1,2,1,1,2,2,1,2,2,1,1,2,1,2,1,1,2,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"13",2,1,2,2,1,1,1,1,2,2,1,2,1,1,1,2,1,1,2,2,2,2,1,2,1,2,1,1,2,2,1,2,1,1,2,2,2,2,1,1,2,1,1,2,2,1,1,2,1,1,2,2,2,1,2,1,2,1,1,2,2,2,2,1,1,1,1,2,1,2,2,1,1,1,2,1,2,2,2,1,2,1,1,2,1,2,1,2,1,2,2,2,1,1,1,2,1,2,1,1,2,1,1,2,2,2,1,2,2,2,2,1,1,1,2,1,1,2,1,2,1,1,1,2,2,2,1,2,2,1,1,2,1,2,1,2,2,1,2,2,1,1,1,2,2,2,2,2,1,1,2,2,1,1,1,1,1,2,1,2,2,2,1,2,1,1,2,1,1,2,2,1,1,1,2,2,2,1,2,1,2,2,2,2,1,2,1,1,2,1,1,1,1,2,2,1,2,2,1,2,1,1,1,2,1,1,2,2,2,1,1,2,1,1,2,2,2,1,1,2,2,1,2,2,2,1,1,1,1,1,1,1,1,2,2,2,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2
"14",1,2,1,1,1,2,1,2,2,1,2,2,1,2,2,2,2,1,2,1,1,1,2,1,1,1,1,1,2,2,2,2,2,2,1,1,1,1,2,2,1,2,1,1,2,1,2,2,2,1,1,2,2,1,2,2,1,2,1,1,1,1,1,2,2,1,2,2,1,2,1,2,1,1,2,1,1,1,2,2,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2
"15",1,1,2,2,1,1,2,2,2,2,1,1,1,2,1,1,2,2,1,2,1,1,2,2,1,1,1,2,1,2,1,2,1,2,2,2,2,1,2,1,1,1,2,2,2,1,2,1,2,1,2,1,1,1,2,2,2,1,1,2,1,2,1,1,2,1,1,2,2,2,1,2,2,1,2,1,2,1,1,1,2,1,2,2,1,2,2,1,1,1,1,2,2,2,1,2,2,2,1,2,2,1,2,1,2,1,1,1,2,2,1,2,1,1,1,2,2,1,1,2,2,1,2,1,2,2,1,2,1,1,2,1,1,2,1,1,2,1,2,2,1,2,2,1,2,1,2,2,1,1,2,1,1,2,2,1,2,2,1,2,1,1,1,1,2,2,1,2,2,2,2,1,2,2,1,1,1,2,1,1,2,2,1,2,1,1,2,2,2,1,1,1,1,2,1,2,1,1,2,1,2,2,1,2,2,1,1,2,1,1,2,2,2,2,1,1,2,1,2,1,2,2,2,1,1,1,2,1,1,2,2,2,2,1,1,2,1,1,1,2,2,2,1,1,2,1,1,1,2,2,2,1,2,2,2,1,2,1,1,2,1,2,1,1,2,1,1,1,2,2,2,1,2,1,1,2,1,2,2,1,1,1,2,2,1,2,2,1,2,1,1,2,1,1,2,2,1,1,2,2,2,1,1,1,2,2,2,1,2,2,1,1,4.2
